english_sentence,isl_gloss
INTERNET RESOURCES http://www.britannica.com/science/human- circulatory-system http://biologydictionary.net/circulatory- system/ Transportation in plants Ascent of sap Transport in plants Root hair Pathway of water absorbed by plants Transpiration Root pressure Translocation Diﬀusion Active transport Osmosis Plasmolysis Imbibition Apoplast Symplast Mineral ions Sugar Stomata Importance of transpiration Concept Map 10th_Science Unit-14.indd 216 12/3/2022 3:01:49 PM 217 217 Transportation in Plants and Circulation in Animals Blood Lymph Blood vessels and types of circulation Plasma Blood cells Red Blood Corpuscles Blood Platelets Neutrophils Eosinophils Basophils Lymphocytes Monocytes Arteries Capillaries Veins Systemic circulation Pulmonary circulation Coronary circulation Four chambered structure Heart beat Cardiac cycle Heart sound Blood pressure Blood groups ABO grouping Rh factor Circulatory System Heart and its functioning White Blood Corpuscles Cells alive URL : https://play.google.com/store/apps/details?id=com.bodyxq.appbookCardio ICT CORNER CIRCULATION IN ANIMALS *Pictures are indicative only Steps CHE-cardiovascular system- This 3D application enables the student to know about the structure and functions of cardio vascular system.,STUDENT SYSTEM ENABLE INTERNET RESOURCES CIRCULATORY TRANSPORTATION PLANT ASCENT SAP TRANSPORT ROOT HAIR PATHWAY WATER ABSORB TRANSPIRATION PRESSURE TRANSLOCATION DIFFUSION ACTIVE OSMOSIS PLASMOLYSIS IMBIBITION APOPLAST SYMPLAST MINERAL IONS SUGAR STOMATA IMPORTANCE CONCEPT MAP PM CIRCULATION ANIMALS BLOOD LYMPH VESSELS TYPE PLASMA CELLS RED CORPUSCLES PLATELETS NEUTROPHILS EOSINOPHILS BASOPHILS LYMPHOCYTES MONOCYTES ARTERIES CAPILLARIES VEIN SYSTEMIC PULMONARY CORONARY FOUR CHAMBER STRUCTURE HEART BEAT CARDIAC CYCLE SOUND GROUP ABO RH FACTOR FUNCTION WHITE ALIVE URL ICT CORNER PICTURE INDICATIVE ONLY STEP CHE CARDIOVASCULAR APPLICATION KNOW CARDIO VASCULAR PAST PRESENT
Step1 Step2 Step3 Step4 • Access the application CHE – cardiovascular system with the help of URL or QR code given below.,S-T-E-P-3 CODE ACCESS APPLICATION CHE CARDIOVASCULAR SYSTEM HELP URL QR GIVE BELOW PAST
"After installing it in your device, when you open the app, you can see 4 sections as Introduction, Heart – structure & functions, Blood circulatory system and Blood. • In each section, description as well as supportive images will be given. • If you click the picture, a video will be played in it.",VIDEO IT PLAY INSTAL DEVICE OPEN APP SEE SECTION INTRODUCTION HEART STRUCTURE FUNCTION BLOOD CIRCULATORY SYSTEM DESCRIPTION AS WELL SUPPORTIVE IMAGE GIVE CLICK PICTURE PRESENT PAST
"You can zoom in and zoom out the images and also you can see its any direction by making movements. • We can maximize as well as minimize the speed of the 3D animation to get clear details of it. 10th_Science Unit-14.indd 217 12/3/2022 3:01:50 PM 218 Introduction One of the characteristic features of all living organisms is responding to stimuli. ‘Stimulus’ refers to the changes in the environmental condition, that are detected by receptors present in the body.",THAT BODY REFER ZOOM IMAGE ALSO SEE DIRECTION MAKE MOVEMENTS MAXIMIZE AS WELL MINIMIZE SPEED ANIMATION GET CLEAR DETAIL PM INTRODUCTION ONE CHARACTERISTIC FEATURE LIVE ORGANISMS RESPOND STIMULI STIMULUS CHANGE ENVIRONMENTAL CONDITION DETECT RECEPTORS PRESENT PAST
Relevant changes in the activities of organisms to a particular stimuli are called their reactions or responses.,CHANGE STIMULUS CALL RELEVANT ACTIVITIES ORGANISMS PARTICULAR STIMULI REACTIONS RESPONSES PAST
"Living organisms show their response to different kinds of stimuli like light, heat, cold, sound, smell, taste, touch, pressure, pain or the force of gravity etc.",ORGANISM ETC SHOW LIVE ORGANISMS RESPONSE DIFFERENT KINDS STIMULI LIGHT HEAT COLD SOUND SMELL TASTE TOUCH PRESSURE PAIN FORCE GRAVITY PRESENT
"For example, withdrawal of hand when we touch hot objects or closing the eyes when flashed with bright light, in this condition heat or light is the stimulus to which the body shows its response.",EXAMPLE WITHDRAWAL HAND TOUCH HOT OBJECT CLOSE EYE FLASH BRIGHT LIGHT CONDITION HEAT STIMULUS BODY SHOW RESPONSE PRESENT PAST
"Thus, on receiving a stimulus, the body responds in a manner that is most appropriate for its survival and functioning.",THAT SURVIVAL RESPOND THUS RECEIVE STIMULUS BODY MANNER MOST APPROPRIATE FUNCTION PRESENT
"To provide the correct response to a stimulus, it is necessary that all the organs work together in a proper coordinated manner.",PROVIDE CORRECT RESPONSE STIMULUS NECESSARY ORGANS WORK TOGETHER PROPER COORDINATE MANNER PRESENT
"This working together of various organs in a systematic, controlled and efficient way to produce proper response to various stimuli is called coordination.",WORK STIMULUS CALL TOGETHER VARIOUS ORGANS SYSTEMATIC CONTROL EFFICIENT WAY PRODUCE PROPER RESPONSE STIMULI COORDINATION PAST
In animals including human the coordination between the various cells and organs is essential for their diverse activities to maintain physiological balance called homeostasis.,ANIMALS INCLUDE HUMAN COORDINATION VARIOUS CELLS ORGANS ESSENTIAL DIVERSE ACTIVITIES MAINTAIN PHYSIOLOGICAL BALANCE CALL HOMEOSTASIS PAST
In this unit we shall learn about one of the major regulatory systems the nervous system and its control over the body activities. 15.1 Nervous System The nervous system is made up of nervous tissues.,SYSTEM TISSUE LEARN UNIT ONE MAJOR REGULATORY SYSTEMS NERVOUS CONTROL BODY ACTIVITIES MAKE PAST
"It is formed of three distinct components namely the neurons, neuroglia and nerve fibres.",IT COMPONENT FORM THREE DISTINCT COMPONENTS NAMELY NEURONS NEUROGLIA NERVE FIBRES PAST
Learning Objectives At the end of the lesson the students will be able to :  Admire nervous system as the control and coordinating centre of the body.  Learn the components of the nervous system.  Analyse the transmission of nerve impulses.  Understand the divisions of human nervous system.  Interpret the different sections of brain which handle different functions.  Know the significance of reflex action and its operative pathway., ACTION KNOW LEARN OBJECTIVES END LESSON STUDENTS ABLE ADMIRE NERVOUS SYSTEM CONTROL COORDINATE CENTRE BODY COMPONENTS ANALYSE TRANSMISSION NERVE IMPULSES UNDERSTAND DIVISIONS HUMAN INTERPRET DIFFERENT SECTION BRAIN HANDLE FUNCTION SIGNIFICANCE REFLEX OPERATIVE PATHWAY PRESENT
NERVOUS SYSTEM 219 Nervous System (i) Neuron or nerve cell: A neuron or nerve cell is the structural and functional unit of the nervous system.,NERVOUS SYSTEM I NEURON NERVE CELL STRUCTURAL FUNCTIONAL UNIT
It is the longest cell of the human body with a length of over 100mm.,LONGEST CELL HUMAN BODY LENGTH MM
"These cells are highly specialised to detect, receive and transmit different kinds of stimuli.",CELLS HIGHLY SPECIALISE DETECT RECEIVE TRANSMIT DIFFERENT KINDS STIMULI
Information is conducted through neurons in the form of electrical impulses from one part of the body to another. (ii) Neuroglia: Neuroglia are also called as glial cells.,NEUROGLIA CELL CALL INFORMATION CONDUCT NEURONS FORM ELECTRICAL IMPULSES ONE PART BODY II ALSO GLIAL CELLS PAST
"They are non-exciting, supporting cell of the nervous system.",NON EXCITE SUPPORT CELL NERVOUS SYSTEM
They do not initiate or conduct nerve impulses. (iii) Nerve fibres: The nerve fibres are the long slender processes of neurons.,FIBRE NEURON INITIATE CONDUCT NERVE IMPULSES III FIBRES LONG SLENDER PROCESS NEURONS NOT
"A number of nerve fibres are bundled up together to form nerves. 15.1.1 Structure of Neuron A neuron typically consists of three basic parts: Cyton, Dendrites and Axon.",NEURON PART CONSIST NUMBER NERVE FIBRES BUNDLE TOGETHER FORM STRUCTURE TYPICALLY THREE BASIC CYTON DENDRITES AXON PAST PRESENT
Fig. 15.1 Structure of Neuron Cyton (i) Cyton: Cyton is also called cell body or perikaryon.,FIG STRUCTURE NEURON CYTON I ALSO CALL CELL BODY PERIKARYON PAST
It has a central nucleus with abundant cytoplasm called neuroplasm.,IT CYTOPLASM HAVE CENTRAL NUCLEUS ABUNDANT CALL NEUROPLASM PRESENT PAST
"The cytoplasm has large granular body called Nissl’s granules and the other cell organelles like mitochondria, ribosomes, lysosomes, and endoplasmic recticulum.",CYTOPLASM MITOCHONDRIA HAVE LARGE GRANULAR BODY CALL NISSL GRANULES OTHER CELL ORGANELLES RIBOSOMES LYSOSOMES ENDOPLASMIC RECTICULUM PRESENT PAST
Neurons do not have the ability to divide.,NEURON ABILITY HAVE NEURONS DIVIDE NOT
Several neurofibrils are present in the cytoplasm that help in transmission of nerve impulses to and from the cell body. (ii) Dendrites: These are the numerous branched cytoplasmic processes that project from the surface of the cell body.,SEVERAL NEUROFIBRILS PRESENT CYTOPLASM HELP TRANSMISSION NERVE IMPULSES CELL BODY II DENDRITES NUMEROUS BRANCH CYTOPLASMIC PROCESS PROJECT SURFACE
They conduct nerve impulses towards the cyton.,THEY CYTON CONDUCT NERVE IMPULSES PRESENT
"The branched projections increase the surface area for receiving the signals from other nerve cells. (iii) Axon: The axon is a single, elongated, slender projection.",AXON CELL INCREASE BRANCH PROJECTIONS SURFACE AREA RECEIVE SIGNAL OTHER NERVE CELLS III SINGLE ELONGATE SLENDER PROJECTION PRESENT PAST
The end of axon terminates as fine branches which terminate into knob like swellings called synaptic knob.,WHICH SWELL TERMINATE END AXON FINE BRANCH KNOB SWELLINGS CALL SYNAPTIC PRESENT PAST
"The plasma membrane of axon is called axolemma, while the cytoplasm is called axoplasm.",CYTOPLASM AXON CALL PLASMA MEMBRANE AXOLEMMA AXOPLASM PAST
It carries impulses away from the cyton.,IT CYTON CARRY IMPULSES AWAY PRESENT
The axons may be covered by a protective sheath called myelin sheath which is further covered by a layer of Schwann cells called neurilemma.,WHICH CELL COVER AXONS PROTECTIVE SHEATH CALL MYELIN FURTHER LAYER SCHWANN CELLS NEURILEMMA PAST
Myelin sheath breaks at intervals by depressions called Nodes of Ranvier.,MYELIN SHEATH BREAK INTERVALS DEPRESSIONS CALL NOD RANVIER PAST
The region between the nodes is called as internode.,REGION NODE CALL NOD INTERNODE PAST
Myelin sheath acts as insulator and ensures rapid transmission of nerve impulses.,MYELIN SHEATH ACT INSULATOR ENSURE RAPID TRANSMISSION NERVE IMPULSES PRESENT
Synapse: A junction between synaptic knob of axon of one neuron and dendron of next neuron is called synaptic junction.,JUNCTION NEURON CALL SYNAPSE SYNAPTIC KNOB AXON ONE DENDRON NEXT PAST
"Information from one neuron can pass to another neuron through these junctions with the release of chemicals known as neurotransmitters from the synaptic knob. 10th_Science Unit-15.indd 219 12/3/2022 3:02:58 PM 220 10th Standard Science Activity 1 Create a model of a neuron using clay or beads. 15.1.2 Types of Neurons The neurons may be of different types based on their structure and functions. (A) (B) (C) Fig. 15.2 Unipolar (A), Bipolar (B) and multipolar (C) neurons Structurally the neurons may be of the following types: (i) Unipolar neurons: Only one nerve process arises from the cyton which acts as both axon and dendron. (ii) Bipolar neurons: The cyton gives rise to two nerve processes of which one acts as an axon while another as a dendron. (iii) Multipolar neurons: The cyton gives rise to many dendrons and an axon Unipolar Neurons Found in early embryos but not in adult Bipolar Neurons Found in retina of eye and olfactory epithelium of nasal chambers Multipolar Neurons Found in cerebral cortex of brain On the basis of functions neurons are categorised as:- (i) Sensory or afferent neurons which carry impulses from the sense organ to the central nervous system. (ii) Motor or efferent neurons which carry impulses from the central nervous system to effector organ such as the muscle fibre or the gland. (iii) Association neurons conduct impulses between sensory and motor neurons. 15.1.3 Types of Nerve Fibres Nerve fibres are of two types based on the presence or absence of myelin sheath. (i) Myelinated nerve fibre: The axon is covered with myelin sheath (ii) Non-myelinated nerve fibre: The axon is not covered by myelin sheath.",AXON SHEATH COVER INFORMATION ONE NEURON PASS JUNCTIONS RELEASE CHEMICALS KNOW NEUROTRANSMITTERS SYNAPTIC KNOB PM STANDARD SCIENCE ACTIVITY CREATE MODEL USE CLAY BEAD TYPE NEURONS DIFFERENT BASE STRUCTURE FUNCTION B C FIG UNIPOLAR BIPOLAR MULTIPOLAR STRUCTURALLY FOLLOW I ONLY NERVE PROCESS ARISE CYTON ACT DENDRON II GIVE RISE TWO III MANY DENDRONS FIND EARLY EMBRYOS ADULT RETINA EYE OLFACTORY EPITHELIUM NASAL CHAMBER CEREBRAL CORTEX BRAIN BASIS CATEGORISE SENSORY AFFERENT CARRY IMPULSES SENSE ORGAN CENTRAL NERVOUS SYSTEM MOTOR EFFERENT EFFECTOR SUCH MUSCLE FIBRE GLAND ASSOCIATION CONDUCT FIBRES PRESENCE ABSENCE MYELIN MYELINATED NON PAST PRESENT NOT
"Myelinated and non-myelinated nerve fibres form the white matter and grey matter of the brain. 15.2 Transmission of Nerve Impulse All the information from the environment are detected by the receptors located in our sense organs such as the eyes, the nose, the skin etc.",TRANSMISSION EYE DETECT MYELINATED NON NERVE FIBRES FORM WHITE MATTER GREY BRAIN IMPULSE INFORMATION ENVIRONMENT RECEPTORS LOCATE SENSE ORGANS SUCH NOSE SKIN PRESENT PAST
Information from the receptors is transmitted as electrical impulse and is received by the dendritic tips of the neuron.,INFORMATION NEURON TRANSMIT RECEPTORS ELECTRICAL IMPULSE RECEIVE DENDRITIC TIP PAST
This impulse travels from the dendrite to the cell body and then along the axon to its terminal end.,IMPULSE TRAVEL DENDRITE CELL BODY THEN AXON TERMINAL END PRESENT
"On reaching the axonal end, it causes the nerve endings to release a chemical (neurotransmitter) which diffuses across a synapse and starts a similar electrical impulse in the dendrites of the next neuron, then to their cell body to be carried along the axon.",WHICH AXON CAUSE REACH AXONAL END NERVE ENDINGS RELEASE CHEMICAL NEUROTRANSMITTER DIFFUSE SYNAPSE START SIMILAR ELECTRICAL IMPULSE DENDRITES NEXT NEURON THEN CELL BODY CARRY PRESENT PAST
"In this way, the electrical signal reaches the brain or spinal cord.",SIGNAL BRAIN REACH WAY ELECTRICAL SPINAL CORD PRESENT
"The response from brain (or spinal cord) is similarly passed on to the effector organs such as the muscle or gland cell, that undergoes the desired response. 10th_Science Unit-15.indd 220 12/3/2022 3:02:58 PM 221 Nervous System Fig. 15.3 Nerve impulse transmission The flow of nerve impulses from axonal end of one neuron to dendrite of another neuron through a synapse is called synaptic transmission.",TRANSMISSION SYNAPSE CALL RESPONSE BRAIN SPINAL CORD SIMILARLY PASS EFFECTOR ORGANS SUCH MUSCLE GLAND CELL UNDERGO DESIRE PM NERVOUS SYSTEM FIG NERVE IMPULSE FLOW IMPULSES AXONAL END ONE NEURON DENDRITE SYNAPTIC PAST PRESENT
"Each neuron can transmit 1,000 nerve impulses per second and make as many as ten thousands of synaptic contacts with other neurons. 15.2.1 Neurotransmitters Neurotransmitters are the chemicals which allow the transmission of nerve impulse from the axon terminal of one neuron to the dendron of another neuron or to an effector organ.",WHICH ORGAN TRANSMIT NEURON NERVE IMPULSES SECOND MAKE AS MANY TEN THOUSANDS SYNAPTIC CONTACT OTHER NEURONS NEUROTRANSMITTERS CHEMICALS ALLOW TRANSMISSION IMPULSE AXON TERMINAL ONE DENDRON EFFECTOR PRESENT
The important neurotransmitter released by neurons is called Acetylcholine. 15.3 Human Nervous System The complexity of nervous system can be observed during the course of evolution.,COMPLEXITY EVOLUTION OBSERVE IMPORTANT NEUROTRANSMITTER RELEASE NEURONS CALL ACETYLCHOLINE HUMAN NERVOUS SYSTEM COURSE PAST
"We the human beings differ from other animals in our ability to think and take actions, which is due to the well developed nervous system.",WHICH SYSTEM DIFFER HUMAN BEINGS OTHER ANIMALS ABILITY THINK TAKE ACTION DUE WELL DEVELOP NERVOUS PRESENT PAST
"Human nervous system is differentiated into central nervous system (CNS), peripheral nervous system (PNS) and autonomic nervous system (ANS).",SYSTEM DIFFERENTIATE HUMAN NERVOUS CENTRAL CNS PERIPHERAL PNS AUTONOMIC ANS PAST
The CNS acts as centre for information processing and control.,CNS ACT CENTRE INFORMATION PROCESS CONTROL
It consists of the brain and the spinal cord.,IT BRAIN CONSIST SPINAL CORD PRESENT
The PNS is made up of the nerves which connect the brain and spinal cord to all parts of the body.,WHICH BODY MAKE PNS NERVE CONNECT BRAIN SPINAL CORD PART PAST PRESENT
The ANS is formed of sympathetic and parasympathetic nerves. 15.3.1 Central Nervous System The brain and the spinal cord being delicate vital structures are well protected in bony cavities of the skull and the vertebral column respectively.,BRAIN SKULL PROTECT ANS FORM SYMPATHETIC PARASYMPATHETIC NERVE CENTRAL NERVOUS SYSTEM SPINAL CORD DELICATE VITAL STRUCTURE WELL BONY CAVITIES VERTEBRAL COLUMN RESPECTIVELY PAST
CNS is formed of two types of matter such as white matter or grey matter with respect to the presence or absence of myelin sheath which we have discussed earlier.,WE WHICH FORM CNS TWO TYPE MATTER SUCH WHITE GREY RESPECT PRESENCE ABSENCE MYELIN SHEATH DISCUSS EARLIER PAST
Fig. 15.4 Meninges of Brain The brain is the controlling centre of all the body activities.,FIG MENINGES BRAIN CONTROL CENTRE BODY ACTIVITIES
"It is covered by three connective tissue membrane or meninges : (i) Duramater (dura: tough; mater: membrane)is the outermost thick fibrous membrane (ii) Arachnoid membrane (arachnoid: spider) is the middle, thin vascular membrane providing web like cushion (iii) Piamater (Pia: soft or tender) is the innermost, thin delicate membrane richly supplied with blood.",MEMBRANE BLOOD COVER THREE CONNECTIVE TISSUE MENINGES I DURAMATER DURA TOUGH MATER OUTERMOST THICK FIBROUS II ARACHNOID SPIDER MIDDLE THIN VASCULAR PROVIDE WEB CUSHION III PIAMATER PIA SOFT TENDER INNERMOST DELICATE RICHLY SUPPLY PAST
Meningeal membranes protect the brain from mechanical injury.,MEMBRANE INJURY PROTECT MENINGEAL MEMBRANES BRAIN MECHANICAL PRESENT
Meninges 10th_Science Unit-15.indd 221 12/3/2022 3:02:58 PM 222 10th Standard Science Meningitis is an inflammation of the meninges.,MENINGES PM STANDARD SCIENCE MENINGITIS INFLAMMATION
It can occur when fluid surrounding the meninges becomes infected.,FLUID MENINGE OCCUR SURROUND MENINGES BECOME INFECT PRESENT
The most common causes of meningitis are viral and bacterial infections.,MOST COMMON CAUSE MENINGITIS VIRAL BACTERIAL INFECTIONS
A human brain is formed of three main parts: (a) forebrain (b) midbrain and (c) hindbrain.,BRAIN PART FORM HUMAN THREE MAIN FOREBRAIN B MIDBRAIN C HINDBRAIN PAST
Cerebrum Hypothalamus Pituitary gland Pons Medulla Brain ﬆem Cerebellum Midbrain Ventricles Corpus callosum Fig. 15.5 L.S of Human Brain Forebrain: The forebrain is formed of cerebrum and diencephalon.,FOREBRAIN CEREBRUM FORM HYPOTHALAMUS PITUITARY GLAND PONS MEDULLA BRAIN STEM CEREBELLUM MIDBRAIN VENTRICLES CORPUS CALLOSUM FIG HUMAN DIENCEPHALON PAST
The latter consists of dorsal thalamus and ventral hypothalamus.,LATTER THALAMUS CONSIST DORSAL VENTRAL HYPOTHALAMUS PRESENT
